id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
895,'all paid',education,'100<=X<500','male single',none,'life insurance',bank,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x>1,'no checking',4<=X<7,1
896,'existing paid','new car','<100',male mar/wid,co applicant,real estate,stores,own,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x<1,1<x<2,x>61,x>3,x<1,'no checking','1<=X<4',1
897,critical/other existing credit,business,>=1000,'male single',co applicant,no known property,stores,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x<1,x>3,x<19,2<x<3,x>1,'0<=X<200','4<=X<7',1
898,'existing paid',education,'no known savings','male mar/wid',none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,1<x<2,x<1,no checking,'<1',1
899,'existing paid','used car','>=1000',male single,'co applicant','no known property',stores,for free,unemp/unskilled non res,yes,yes,x>55,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,0<=X<200,>=7,0
900,delayed previously,domestic appliance,100<=X<500,male div/sep,co applicant,car,bank,rent,high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x>1,'no checking','1<=X<4',0
901,'critical/other existing credit',radio/tv,>=1000,'male mar/wid',co applicant,life insurance,bank,for free,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x<1,x>3,19<x<33,2<x<3,x>1,<0,4<=X<7,1
902,all paid,retraining,500<=X<1000,'female div/dep/mar',none,life insurance,stores,rent,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x>1,'>=200',4<=X<7,1
903,'no credits/all paid','used car','no known savings',female div/dep/mar,guarantor,no known property,none,own,'unskilled resident',yes,no,38<x<55,276<x<4813,x>3,1<x<2,x>61,x<1,x>1,<0,unemployed,0
904,'no credits/all paid',radio/tv,no known savings,'male mar/wid','co applicant',no known property,bank,rent,'high qualif/self emp/mgmt',none,no,4<x<21,x>13887,1<x<2,2<x<3,33<x<47,2<x<3,x<1,no checking,'>=7',1
905,'existing paid',education,100<=X<500,female div/dep/mar,co applicant,car,none,rent,high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x<1,x<1,33<x<47,x>3,x<1,<0,'>=7',1
906,'no credits/all paid',radio/tv,<100,'male div/sep',co applicant,'no known property',none,for free,unemp/unskilled non res,none,yes,4<x<21,276<x<4813,1<x<2,1<x<2,x>61,2<x<3,x<1,no checking,>=7,1
907,all paid,education,>=1000,'male single',none,life insurance,bank,for free,unskilled resident,none,no,4<x<21,276<x<4813,2<x<3,x<1,x>61,2<x<3,x>1,<0,unemployed,1
908,'critical/other existing credit',business,<100,'female div/dep/mar',none,no known property,stores,own,skilled,yes,no,4<x<21,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x<1,<0,<1,1
909,'existing paid',retraining,'<100','male single',guarantor,life insurance,bank,rent,'high qualif/self emp/mgmt',none,yes,38<x<55,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'>=200','<1',0
910,'all paid','new car',>=1000,'male mar/wid',guarantor,car,bank,own,'unskilled resident',yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,x>3,x>1,'0<=X<200',>=7,1
911,'delayed previously',radio/tv,'<100','female div/dep/mar','co applicant','life insurance',bank,for free,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,<0,'4<=X<7',1
912,existing paid,furniture/equipment,>=1000,'male div/sep',guarantor,'life insurance',none,own,unskilled resident,none,no,x>55,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x<1,<0,4<=X<7,0
913,all paid,furniture/equipment,'<100','male single','co applicant',no known property,none,'for free','unskilled resident',yes,yes,x>55,276<x<4813,x>3,2<x<3,x>61,x<1,x<1,no checking,<1,0
914,'existing paid',furniture/equipment,no known savings,male div/sep,co applicant,no known property,none,'for free',high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,'<0','<1',1
915,no credits/all paid,new car,100<=X<500,'male mar/wid',guarantor,car,stores,for free,unskilled resident,yes,yes,4<x<21,276<x<4813,1<x<2,x>3,19<x<33,1<x<2,x>1,0<=X<200,>=7,1
916,'delayed previously',used car,'no known savings','male single',none,no known property,bank,for free,'unskilled resident',none,yes,21<x<38,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'no checking',<1,1
917,'no credits/all paid',new car,'100<=X<500',female div/dep/mar,co applicant,real estate,stores,own,unskilled resident,none,no,4<x<21,4813<x<9350,2<x<3,x<1,19<x<33,x>3,x<1,'no checking','<1',1
918,'existing paid',other,500<=X<1000,male mar/wid,guarantor,'real estate',stores,for free,unskilled resident,yes,no,38<x<55,276<x<4813,x>3,x<1,33<x<47,x<1,x<1,>=200,'>=7',1
919,no credits/all paid,education,'no known savings','male div/sep',none,life insurance,stores,rent,'unskilled resident',yes,no,21<x<38,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,>=200,>=7,0
920,all paid,other,'no known savings','male single',co applicant,car,stores,rent,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,x<1,33<x<47,x<1,x>1,no checking,unemployed,1
921,critical/other existing credit,retraining,500<=X<1000,'male mar/wid','co applicant','real estate',stores,'for free','unskilled resident',yes,yes,21<x<38,276<x<4813,x<1,x>3,19<x<33,x>3,x<1,'>=200',1<=X<4,1
922,no credits/all paid,used car,'500<=X<1000',female div/dep/mar,none,life insurance,none,'for free',skilled,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,1<x<2,x<1,'>=200',<1,0
923,'all paid',furniture/equipment,'<100',male mar/wid,'co applicant',no known property,stores,'for free','unskilled resident',none,no,x<4,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x>1,'0<=X<200','<1',1
924,'all paid',domestic appliance,'100<=X<500',female div/dep/mar,co applicant,'real estate',bank,rent,unemp/unskilled non res,none,yes,38<x<55,276<x<4813,x>3,x<1,19<x<33,x>3,x<1,'0<=X<200','1<=X<4',0
925,'no credits/all paid',education,'no known savings','male div/sep',none,'real estate',stores,for free,unskilled resident,none,yes,38<x<55,276<x<4813,2<x<3,x>3,19<x<33,1<x<2,x<1,'0<=X<200',4<=X<7,0
926,'delayed previously','domestic appliance','no known savings','female div/dep/mar','co applicant','life insurance',none,rent,unskilled resident,none,no,38<x<55,276<x<4813,x>3,1<x<2,47<x<61,x<1,x<1,'0<=X<200',>=7,0
927,delayed previously,other,100<=X<500,'male div/sep',co applicant,no known property,none,own,unskilled resident,yes,no,x>55,276<x<4813,x<1,1<x<2,x<19,x>3,x<1,'no checking','>=7',1
928,critical/other existing credit,'domestic appliance','100<=X<500','female div/dep/mar',none,'no known property',stores,'for free',unemp/unskilled non res,none,yes,21<x<38,9350<x<13887,1<x<2,x<1,33<x<47,2<x<3,x<1,no checking,4<=X<7,0
929,'all paid',domestic appliance,'<100','male single',guarantor,'life insurance',bank,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x>1,'0<=X<200',unemployed,0
930,'critical/other existing credit',other,'<100',male single,none,car,none,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,2<x<3,47<x<61,x<1,x<1,>=200,<1,1
931,all paid,domestic appliance,<100,male div/sep,co applicant,no known property,none,own,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,x<1,47<x<61,1<x<2,x<1,'0<=X<200',<1,1
932,'no credits/all paid',repairs,'>=1000','male mar/wid','co applicant','life insurance',none,'for free',unskilled resident,none,no,38<x<55,276<x<4813,2<x<3,1<x<2,33<x<47,2<x<3,x>1,'<0','1<=X<4',1
933,'critical/other existing credit',education,>=1000,'male mar/wid',none,no known property,bank,rent,'unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,1<x<2,x>3,x>61,x>3,x>1,'<0','<1',1
934,critical/other existing credit,education,'<100',male div/sep,co applicant,no known property,bank,for free,unemp/unskilled non res,yes,no,4<x<21,276<x<4813,2<x<3,2<x<3,19<x<33,1<x<2,x<1,'>=200',>=7,1
935,'delayed previously',new car,100<=X<500,female div/dep/mar,none,'life insurance',stores,own,'unemp/unskilled non res',none,no,38<x<55,276<x<4813,x>3,x<1,19<x<33,2<x<3,x<1,'>=200','>=7',1
936,'existing paid',used car,500<=X<1000,male single,none,'life insurance',none,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,2<x<3,x<1,'<0','>=7',1
937,all paid,business,>=1000,male single,none,'real estate',bank,'for free',high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,x<1,x>1,no checking,'>=7',1
938,'all paid','used car','500<=X<1000','female div/dep/mar',none,no known property,stores,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,x<1,x<1,'0<=X<200','<1',1
939,'all paid',education,<100,'female div/dep/mar',guarantor,life insurance,stores,own,unemp/unskilled non res,yes,no,4<x<21,276<x<4813,x<1,x<1,47<x<61,2<x<3,x<1,no checking,'<1',1
940,no credits/all paid,'used car','>=1000',male single,guarantor,real estate,bank,rent,high qualif/self emp/mgmt,yes,no,4<x<21,4813<x<9350,x>3,x>3,x>61,x>3,x>1,'0<=X<200',4<=X<7,0
941,'existing paid',other,no known savings,male div/sep,co applicant,'life insurance',bank,own,unemp/unskilled non res,none,yes,38<x<55,276<x<4813,2<x<3,1<x<2,33<x<47,x<1,x<1,'no checking',1<=X<4,1
942,'no credits/all paid',radio/tv,500<=X<1000,'female div/dep/mar',co applicant,'life insurance',none,'for free','unskilled resident',none,yes,38<x<55,276<x<4813,x<1,x>3,47<x<61,2<x<3,x>1,'0<=X<200','>=7',1
943,existing paid,used car,>=1000,female div/dep/mar,none,'life insurance',none,own,'unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x<1,'>=200','>=7',1
944,'all paid',other,no known savings,female div/dep/mar,guarantor,'no known property',none,own,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,1<x<2,1<x<2,47<x<61,2<x<3,x<1,'0<=X<200',<1,1
945,critical/other existing credit,'domestic appliance','<100',male single,co applicant,'no known property',none,rent,'unemp/unskilled non res',none,yes,21<x<38,4813<x<9350,x>3,x>3,47<x<61,2<x<3,x>1,'0<=X<200',1<=X<4,0
946,all paid,education,'100<=X<500','female div/dep/mar','co applicant',no known property,none,rent,'unemp/unskilled non res',none,yes,21<x<38,4813<x<9350,x>3,2<x<3,47<x<61,x>3,x>1,'<0','<1',0
947,no credits/all paid,'domestic appliance',500<=X<1000,'male div/sep','co applicant',life insurance,none,for free,'unskilled resident',none,no,4<x<21,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x>1,'>=200',4<=X<7,0
948,all paid,used car,'100<=X<500',male mar/wid,none,life insurance,stores,for free,skilled,yes,yes,x>55,276<x<4813,x<1,2<x<3,19<x<33,1<x<2,x>1,'no checking','<1',1
949,existing paid,repairs,<100,'male single','co applicant',real estate,bank,own,unskilled resident,none,no,4<x<21,276<x<4813,x>3,x<1,47<x<61,1<x<2,x<1,'<0','>=7',1
950,all paid,other,<100,male mar/wid,'co applicant',no known property,bank,own,high qualif/self emp/mgmt,yes,yes,x<4,276<x<4813,2<x<3,x<1,19<x<33,1<x<2,x>1,>=200,<1,1
951,delayed previously,repairs,'>=1000','male div/sep',guarantor,no known property,stores,'for free','high qualif/self emp/mgmt',yes,yes,x>55,276<x<4813,x>3,2<x<3,x>61,1<x<2,x>1,no checking,unemployed,0
952,'no credits/all paid',furniture/equipment,'100<=X<500','male div/sep','co applicant',life insurance,bank,own,unskilled resident,yes,yes,4<x<21,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,'0<=X<200',unemployed,0
953,'critical/other existing credit','used car','no known savings','female div/dep/mar',guarantor,real estate,stores,for free,'unemp/unskilled non res',yes,yes,x>55,276<x<4813,x<1,x<1,47<x<61,x<1,x>1,'0<=X<200',1<=X<4,1
954,'delayed previously',retraining,>=1000,male single,'co applicant',life insurance,bank,own,'high qualif/self emp/mgmt',yes,no,38<x<55,276<x<4813,1<x<2,x>3,47<x<61,2<x<3,x<1,'0<=X<200','4<=X<7',1
955,'critical/other existing credit',new car,'100<=X<500',male single,'co applicant','life insurance',none,rent,'unskilled resident',none,no,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,'<0',unemployed,1
956,'all paid',new car,<100,male mar/wid,'co applicant','no known property',bank,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,1<x<2,x<1,'>=200','<1',1
957,existing paid,domestic appliance,'no known savings',male single,none,no known property,bank,rent,'unskilled resident',none,no,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,1<x<2,x>1,no checking,'>=7',1
958,'critical/other existing credit',repairs,'no known savings',female div/dep/mar,none,'no known property',stores,'for free','high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,2<x<3,x>3,33<x<47,x>3,x>1,'<0',>=7,1
959,'critical/other existing credit',domestic appliance,>=1000,male div/sep,'co applicant',life insurance,bank,own,'unskilled resident',yes,yes,x<4,276<x<4813,x>3,1<x<2,19<x<33,1<x<2,x<1,no checking,'1<=X<4',1
960,delayed previously,'new car','no known savings','male single',co applicant,no known property,stores,for free,'unemp/unskilled non res',none,yes,x>55,276<x<4813,x>3,2<x<3,19<x<33,x<1,x<1,'no checking','>=7',0
961,'delayed previously',education,>=1000,female div/dep/mar,co applicant,life insurance,bank,rent,high qualif/self emp/mgmt,none,yes,21<x<38,276<x<4813,1<x<2,x<1,x>61,2<x<3,x<1,'>=200',<1,1
962,'all paid','domestic appliance','500<=X<1000',female div/dep/mar,'co applicant',life insurance,none,for free,unskilled resident,yes,yes,21<x<38,4813<x<9350,x<1,1<x<2,47<x<61,2<x<3,x<1,'<0',unemployed,1
963,'all paid',used car,'100<=X<500',male single,'co applicant','life insurance',none,'for free',unskilled resident,yes,no,21<x<38,276<x<4813,2<x<3,2<x<3,47<x<61,1<x<2,x>1,'no checking',4<=X<7,1
964,'existing paid',used car,'>=1000','male mar/wid','co applicant','real estate',stores,rent,high qualif/self emp/mgmt,none,yes,4<x<21,4813<x<9350,1<x<2,x>3,x>61,x>3,x>1,<0,>=7,1
965,existing paid,education,'100<=X<500',male single,none,car,none,'for free',high qualif/self emp/mgmt,yes,no,38<x<55,276<x<4813,x<1,x>3,19<x<33,x<1,x<1,'>=200','1<=X<4',0
966,'existing paid','domestic appliance','100<=X<500','female div/dep/mar',co applicant,no known property,bank,rent,skilled,yes,no,4<x<21,4813<x<9350,x>3,1<x<2,47<x<61,x>3,x<1,>=200,unemployed,0
967,'no credits/all paid',domestic appliance,100<=X<500,'male single',none,'life insurance',stores,rent,skilled,yes,no,21<x<38,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,>=200,<1,1
968,critical/other existing credit,retraining,'>=1000',male div/sep,none,'real estate',none,for free,'unskilled resident',none,no,4<x<21,276<x<4813,2<x<3,x<1,47<x<61,x<1,x>1,'>=200',1<=X<4,1
969,'critical/other existing credit',domestic appliance,'100<=X<500','male mar/wid',guarantor,'life insurance',bank,'for free',unemp/unskilled non res,none,no,4<x<21,276<x<4813,2<x<3,x>3,x>61,x<1,x>1,'<0','<1',1
970,critical/other existing credit,education,<100,'male div/sep','co applicant',life insurance,stores,for free,unemp/unskilled non res,yes,no,x>55,276<x<4813,x>3,x>3,19<x<33,2<x<3,x<1,0<=X<200,'>=7',0
971,'all paid',new car,'>=1000','female div/dep/mar',guarantor,'no known property',stores,'for free','unskilled resident',yes,yes,38<x<55,276<x<4813,x>3,2<x<3,x>61,x>3,x>1,0<=X<200,'4<=X<7',1
972,'delayed previously','used car',>=1000,male div/sep,co applicant,'life insurance',stores,for free,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x>3,x<1,x>61,1<x<2,x>1,'>=200',1<=X<4,1
973,'no credits/all paid',business,'>=1000','male mar/wid',none,no known property,stores,own,unemp/unskilled non res,none,no,4<x<21,276<x<4813,2<x<3,x<1,19<x<33,2<x<3,x>1,no checking,unemployed,1
974,critical/other existing credit,other,'<100','female div/dep/mar',guarantor,no known property,bank,'for free','high qualif/self emp/mgmt',yes,yes,38<x<55,276<x<4813,1<x<2,x<1,33<x<47,x>3,x<1,'no checking',unemployed,1
975,delayed previously,domestic appliance,'no known savings','male single',co applicant,real estate,stores,for free,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,x>3,x<1,47<x<61,2<x<3,x<1,no checking,'<1',0
976,existing paid,retraining,<100,'male mar/wid','co applicant',life insurance,stores,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,x>3,x>3,x>61,x<1,x<1,<0,<1,1
977,all paid,business,500<=X<1000,male div/sep,co applicant,real estate,stores,for free,'high qualif/self emp/mgmt',none,yes,21<x<38,276<x<4813,x>3,2<x<3,47<x<61,x<1,x<1,'<0',4<=X<7,1
978,'all paid',used car,>=1000,male mar/wid,co applicant,'no known property',none,'for free','unskilled resident',yes,yes,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x>1,'no checking','4<=X<7',1
979,'delayed previously',other,'<100',female div/dep/mar,co applicant,'life insurance',bank,rent,'high qualif/self emp/mgmt',yes,yes,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,2<x<3,x<1,>=200,1<=X<4,1
980,delayed previously,'domestic appliance','500<=X<1000',male div/sep,guarantor,'no known property',bank,rent,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,x<1,1<x<2,33<x<47,1<x<2,x<1,<0,<1,0
981,no credits/all paid,business,'100<=X<500',male div/sep,guarantor,car,none,own,'unemp/unskilled non res',yes,no,x>55,4813<x<9350,1<x<2,1<x<2,x>61,2<x<3,x<1,no checking,'4<=X<7',0
982,no credits/all paid,domestic appliance,'<100',male single,guarantor,'life insurance',none,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,x>3,x>61,1<x<2,x<1,no checking,unemployed,1
983,critical/other existing credit,repairs,no known savings,'male div/sep',co applicant,no known property,none,for free,unskilled resident,none,no,4<x<21,276<x<4813,x>3,x>3,33<x<47,2<x<3,x<1,>=200,'1<=X<4',1
984,'no credits/all paid',business,500<=X<1000,'female div/dep/mar','co applicant',life insurance,bank,'for free',unskilled resident,none,no,4<x<21,276<x<4813,x>3,x<1,19<x<33,1<x<2,x>1,'0<=X<200',4<=X<7,0
985,existing paid,furniture/equipment,500<=X<1000,female div/dep/mar,'co applicant',real estate,none,for free,unskilled resident,none,yes,4<x<21,276<x<4813,x>3,1<x<2,19<x<33,2<x<3,x>1,'<0','<1',0
986,'existing paid',domestic appliance,'500<=X<1000',male mar/wid,none,life insurance,bank,for free,'high qualif/self emp/mgmt',none,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,1<x<2,x>1,<0,'4<=X<7',1
987,'no credits/all paid',repairs,<100,female div/dep/mar,'co applicant','real estate',bank,for free,'unemp/unskilled non res',none,no,x>55,276<x<4813,1<x<2,1<x<2,33<x<47,x>3,x<1,no checking,'<1',1
988,no credits/all paid,domestic appliance,<100,male mar/wid,none,life insurance,bank,'for free',unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,1<x<2,2<x<3,33<x<47,1<x<2,x>1,>=200,<1,0
989,all paid,'new car',>=1000,female div/dep/mar,'co applicant','real estate',stores,own,'unskilled resident',none,yes,4<x<21,276<x<4813,x<1,x<1,47<x<61,x<1,x<1,>=200,<1,1
990,delayed previously,new car,'500<=X<1000','male mar/wid',none,'real estate',stores,'for free',skilled,yes,no,x>55,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x>1,>=200,'<1',0
991,'no credits/all paid','new car',>=1000,male single,none,'no known property',stores,'for free',skilled,none,yes,38<x<55,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x<1,no checking,unemployed,1
992,'delayed previously','domestic appliance','>=1000',male div/sep,guarantor,'life insurance',stores,for free,skilled,yes,yes,4<x<21,276<x<4813,x<1,1<x<2,33<x<47,x<1,x>1,'0<=X<200',<1,1
993,critical/other existing credit,repairs,500<=X<1000,'male div/sep',none,car,bank,rent,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,1<x<2,x>3,19<x<33,2<x<3,x>1,<0,<1,1
994,no credits/all paid,used car,'100<=X<500','male mar/wid','co applicant','no known property',bank,own,unskilled resident,none,yes,38<x<55,276<x<4813,x<1,x<1,19<x<33,x<1,x>1,'no checking',4<=X<7,0
995,'existing paid',repairs,'100<=X<500','female div/dep/mar',co applicant,real estate,none,own,'unskilled resident',yes,yes,4<x<21,276<x<4813,2<x<3,x>3,x>61,1<x<2,x>1,<0,'4<=X<7',1
996,'critical/other existing credit',furniture/equipment,no known savings,female div/dep/mar,none,no known property,none,rent,high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,x<1,x>1,'0<=X<200',4<=X<7,1
